price_list_type,id,group_revision_id,unique_id,brand,brand_id,model,model_id,params,full_name,vehicle_type,vehicle_type_ua,vehicle_type_id,season,season_ua,season_id,width,height,diameter,load_index,load_index_with_desc,speed_index,speed_index_with_desc,country_manufacturer,country_manufacturer_ua,manufacture_year,reinforce,studded,homologation,run_flat,silent,seal,demo,provider_id,provider,city,city_ua,tt_provider,foreign_id,update_date,update_date_pts,in_stock,source_price_wholesale,source_price_wholesale_original,source_price_wholesale_original_currency,source_price_retail,user_price_wholesale,user_price,user_delivery_price,user_price_plus_user_delivery_price,offer_num,photo_file_name,photo_url,section_open_cart,size_only_digits
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,389186,389186,1000389186,Goodyear,1387,EfficientGrip Cargo 2,11647,215/60 R17C 109/107T,Goodyear EfficientGrip Cargo 2 215/60 R17C 109/107T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,215,60,17,109/107,109(1030РєРі)/107(975РєРі),T,T(190РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,2,5625,5625.00,uah,6320,5625,9406,0,9406,1,tyre/11647.400x400.jpg,tyre/11647.400x400.jpg,РЁРёРЅС‹,2156017
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,381102,381102,1000381102,Goodyear,1387,EfficientGrip Cargo 2,11647,215/75 R16C 113/111R,Goodyear EfficientGrip Cargo 2 215/75 R16C 113/111R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,215,75,16,113/111,113(1150РєРі)/111(1090РєРі),R,R(170РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,1,4595,4595.00,uah,5162,4595,7330,0,7330,1,tyre/11647.400x400.jpg,tyre/11647.400x400.jpg,РЁРёРЅС‹,2157516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,381116,381116,1000381116,Goodyear,1387,EfficientGrip Cargo 2,11647,235/65 R16C 115/113S,Goodyear EfficientGrip Cargo 2 235/65 R16C 115/113S,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,235,65,16,115/113,115(1215РєРі)/113(1150РєРі),S,S(180РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,4,4850,4850.00,uah,5449,4850,7721,0,7721,1,tyre/11647.400x400.jpg,tyre/11647.400x400.jpg,РЁРёРЅС‹,2356516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,341565,341565,1000341565,Goodyear,1387,EfficientGrip Cargo,1982,215/65 R15C 104/102T,Goodyear EfficientGrip Cargo 215/65 R15C 104/102T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,215,65,15,104/102,104(900РєРі)/102(850РєРі),T,T(190РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,5,5095,5095.00,uah,5724,5095,8197,0,8197,1,tyre/1982.400x400.jpg,tyre/1982.400x400.jpg,РЁРёРЅС‹,2156515
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,394896,394896,1000394896,Goodyear,1387,UltraGrip Cargo,9682,185/75 R16C 104/102R,Goodyear UltraGrip Cargo 185/75 R16C 104/102R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,185,75,16,104/102,104(900РєРі)/102(850РєРі),R,R(170РєРј/С‡Р°СЃ),Р¤СЂР°РЅС†РёСЏ,Р¤СЂР°РЅС†С–СЏ,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,4,3975,3975.00,uah,4466,3975,6382,0,6382,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,1857516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,363309,363309,1000363309,Goodyear,1387,UltraGrip Cargo,9682,195/60 R16C 99/97T,Goodyear UltraGrip Cargo 195/60 R16C 99/97T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,195,60,16,99/97,99(775РєРі)/97(730РєРі),T,T(190РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,18,4950,4950.00,uah,5561,4950,7874,0,7874,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,1956016
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,353430,353430,1000353430,Goodyear,1387,UltraGrip Cargo,9682,195/70 R15C 104/102S,Goodyear UltraGrip Cargo 195/70 R15C 104/102S,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,195,70,15,104/102,104(900РєРі)/102(850РєРі),S,S(180РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,8,4060,4060.00,uah,4561,4060,6593,0,6593,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,1957015
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,350955,350955,1000350955,Goodyear,1387,UltraGrip Cargo,9682,205/65 R16C 107/105T,Goodyear UltraGrip Cargo 205/65 R16C 107/105T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,205,65,16,107/105,107(975РєРі)/105(925РєРі),T,T(190РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,2,5095,5095.00,uah,5724,5095,8095,0,8095,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,2056516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,352533,352533000001,1000352533,Goodyear,1387,UltraGrip Cargo,9682,205/75 R16C 113/111R,Goodyear UltraGrip Cargo 205/75 R16C 113/111R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,205,75,16,113/111,113(1150РєРі)/111(1090РєРі),R,R(170РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,2,5650,5650.00,uah,6348,5650,8945,0,8945,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,2057516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,351974,351974,1000351974,Goodyear,1387,UltraGrip Cargo,9682,215/60 R17C 109/107T,Goodyear UltraGrip Cargo 215/60 R17C 109/107T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,215,60,17,109/107,109(1030РєРі)/107(975РєРі),T,T(190РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,20,6150,6150.00,uah,6910,6150,10210,0,10210,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,2156017
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,350953,350953,1000350953,Goodyear,1387,UltraGrip Cargo,9682,215/65 R15C 104/102T,Goodyear UltraGrip Cargo 215/65 R15C 104/102T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,215,65,15,104/102,104(900РєРі)/102(850РєРі),T,T(190РєРј/С‡Р°СЃ),РўСѓСЂС†РёСЏ,РўСѓСЂРµС‡С‡РёРЅР°,2019,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,5,5050,5050.00,uah,5674,5050,8128,0,8128,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,2156515
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,350956,350956,1000350956,Goodyear,1387,UltraGrip Cargo,9682,215/65 R16C 109/107T,Goodyear UltraGrip Cargo 215/65 R16C 109/107T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,215,65,16,109/107,109(1030РєРі)/107(975РєРі),T,T(190РєРј/С‡Р°СЃ),,,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,16,5175,5175.00,uah,5814,5175,8218,0,8218,1,tyre/9682.400x400.jpg,tyre/9682.400x400.jpg,РЁРёРЅС‹,2156516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,339015,339015,1000339015,Hankook,1401,Vantra LT RA18,2190,215/65 R15C 104/102T,Hankook Vantra LT RA18 215/65 R15C 104/102T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,215,65,15,104/102,104(900РєРі)/102(850РєРі),T,T(190РєРј/С‡Р°СЃ),Р’РµРЅРіСЂРёСЏ,РЈРіРѕСЂС‰РёРЅР°,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,2,3495,3495.00,uah,3927,3495,5717,0,5717,1,tyre/2190.400x400.jpg,tyre/2190.400x400.jpg,РЁРёРЅС‹,2156515
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,271626,271626,1000271626,Hankook,1401,Vantra LT RA18,2190,215/70 R15C 109/107S,Hankook Vantra LT RA18 215/70 R15C 109/107S,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,215,70,15,109/107,109(1030РєРі)/107(975РєРі),S,S(180РєРј/С‡Р°СЃ),РљРѕСЂРµСЏ,РљРѕСЂРµСЏ,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,1,3095,3095.00,uah,3477,3095,5097,0,5097,1,tyre/2190.400x400.jpg,tyre/2190.400x400.jpg,РЁРёРЅС‹,2157015
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,315132,315132,1000315132,Kleber,1460,Transalp 2,2496,195/60 R16C 99/97T,Kleber Transalp 2 195/60 R16C 99/97T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,195,60,16,99/97,99(775РєРі)/97(730РєРі),T,T(190РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,20,3895,3895.00,uah,4376,3895,6259,0,6259,1,tyre/2496.400x400.jpg,tyre/2496.400x400.jpg,РЁРёРЅС‹,1956016
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,264127,264127,1000264127,Kleber,1460,Transalp 2,2496,215/70 R15C 109/107R,Kleber Transalp 2 215/70 R15C 109/107R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,215,70,15,109/107,109(1030РєРі)/107(975РєРі),R,R(170РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,1,3895,3895.00,uah,4376,3895,6337,0,6337,1,tyre/2496.400x400.jpg,tyre/2496.400x400.jpg,РЁРёРЅС‹,2157015
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,271916,271916,1000271916,Kleber,1460,Transalp 2,2496,215/75 R16C 116/114R,Kleber Transalp 2 215/75 R16C 116/114R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,215,75,16,116/114,116(1250РєРі)/114(1180РєРі),R,R(170РєРј/С‡Р°СЃ),РџРѕР»СЊС€Р°,РџРѕР»СЊС‰Р°,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,20,4750,4750.00,uah,5337,4750,7568,0,7568,1,tyre/2496.400x400.jpg,tyre/2496.400x400.jpg,РЁРёРЅС‹,2157516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,261757,261757,1000261757,Kleber,1460,Transalp 2,2496,225/65 R16C 112/110R,Kleber Transalp 2 225/65 R16C 112/110R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р·РёРјРЅСЏСЏ,Р·РёРјРѕРІР°,2,225,65,16,112/110,112(1120РєРі)/110(1060РєРі),R,R(170РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,4,4585,4585.00,uah,5151,4585,7315,0,7315,1,tyre/2496.400x400.jpg,tyre/2496.400x400.jpg,РЁРёРЅС‹,2256516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,305521,305521,1000305521,Kleber,1460,Transpro,2497,185/75 R16C 104/102R,Kleber Transpro 185/75 R16C 104/102R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,185,75,16,104/102,104(900РєРі)/102(850РєРі),R,R(170РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,6,2975,2975.00,uah,3342,2975,4852,0,4852,1,tyre/2497.400x400.jpg,tyre/2497.400x400.jpg,РЁРёРЅС‹,1857516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,319206,319206,1000319206,Kleber,1460,Transpro,2497,195/60 R16C 99/97H,Kleber Transpro 195/60 R16C 99/97H,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,195,60,16,99/97,99(775РєРі)/97(730РєРі),H,H(210РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,3,3495,3495.00,uah,3927,3495,5647,0,5647,1,tyre/2497.400x400.jpg,tyre/2497.400x400.jpg,РЁРёРЅС‹,1956016
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,260106,260106,1000260106,Kleber,1460,Transpro,2497,195/65 R16C 104/102R,Kleber Transpro 195/65 R16C 104/102R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,195,65,16,104/102,104(900РєРі)/102(850РєРі),R,R(170РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,16,3385,3385.00,uah,3803,3385,5479,0,5479,1,tyre/2497.400x400.jpg,tyre/2497.400x400.jpg,РЁРёРЅС‹,1956516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,259776,259776,1000259776,Kleber,1460,Transpro,2497,195/70 R15C 104/102R,Kleber Transpro 195/70 R15C 104/102R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,195,70,15,104/102,104(900РєРі)/102(850РєРі),R,R(170РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,20,2700,2700.00,uah,3033,2700,4485,0,4485,1,tyre/2497.400x400.jpg,tyre/2497.400x400.jpg,РЁРёРЅС‹,1957015
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,262093,262093,1000262093,Kleber,1460,Transpro,2497,195/75 R16C 107/105R,Kleber Transpro 195/75 R16C 107/105R,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,195,75,16,107/105,107(975РєРі)/105(925РєРі),R,R(170РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2022,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,20,2895,2895.00,uah,3253,2895,4729,0,4729,1,tyre/2497.400x400.jpg,tyre/2497.400x400.jpg,РЁРёРЅС‹,1957516
Р»РµРіРєРѕРІС‹Рµ С€РёРЅС‹,263428,263428,1000263428,Kleber,1460,Transpro,2497,205/65 R15C 102/100T,Kleber Transpro 205/65 R15C 102/100T,Р»РµРіРєРѕРіСЂСѓР·РѕРІРѕР№,Р»РµРіРєРѕРІР°РЅС‚Р°Р¶РЅРёР№,8,Р»РµС‚РЅСЏСЏ,Р»С–С‚РЅСЏ,1,205,65,15,102/100,102(850РєРі)/100(800РєРі),T,T(190РєРј/С‡Р°СЃ),Р СѓРјС‹РЅРёСЏ,Р СѓРјСѓРЅС–СЏ,2021,C,,,,,,,1821,Рђ РўР°РµСЂСЃ,РљРёРµРІ,РљРёС—РІ,kiev_ Рђ РўР°РµСЂСЃ,,2022-10-04 12:06,1664874361,10,3023,3023.00,uah,3396,3023,4986,0,4986,1,tyre/2497.400x400.jpg,tyre/2497.400x400.jpg,РЁРёРЅС‹,2056515
